,Predict Price,Price
2011-03-03,-0.08999999999999986,0.07000000000000028
2011-03-04,0.07000000000000028,-0.16000000000000014
2011-03-05,-0.16000000000000014,-0.0799999999999983
2011-03-06,-0.0799999999999983,0.0
2011-03-07,0.0,0.08999999999999986
2011-03-08,0.08999999999999986,0.3000000000000007
2011-03-09,0.3000000000000007,0.0
2011-03-10,0.0,-0.19000000000000128
2011-03-11,-0.19000000000000128,0.03999999999999915
2011-03-12,0.03999999999999915,0.1999999999999993
2011-03-13,0.1999999999999993,0.010000000000001563
2011-03-14,0.010000000000001563,0.10999999999999943
2011-03-15,0.10999999999999943,0.3500000000000014
2011-03-16,0.3500000000000014,0.2799999999999976
2011-03-17,0.2799999999999976,-0.13999999999999702
2011-03-18,-0.13999999999999702,0.0799999999999983
2011-03-19,0.0799999999999983,0.0
2011-03-20,0.0,0.120000000000001
2011-03-21,0.120000000000001,0.21999999999999886
2011-03-22,0.21999999999999886,0.05999999999999872
2011-03-23,0.05999999999999872,0.21000000000000085
2011-03-24,0.21000000000000085,0.060000000000002274
2011-03-25,0.060000000000002274,0.5
2011-03-26,0.5,0.09999999999999787
2011-03-27,0.09999999999999787,0.46000000000000085
2011-03-28,0.46000000000000085,0.07000000000000028
2011-03-29,0.07000000000000028,0.4399999999999977
2011-03-30,0.4399999999999977,0.21000000000000085
2011-03-31,0.21000000000000085,0.2699999999999996
2011-04-01,0.2699999999999996,-0.13999999999999702
2011-04-02,-0.13999999999999702,0.34999999999999787
2011-04-03,0.34999999999999787,0.28999999999999915
2011-04-04,0.28999999999999915,-0.509999999999998
2011-04-05,-0.509999999999998,-0.129999999999999
2011-04-06,-0.129999999999999,0.17999999999999972
2011-04-07,0.17999999999999972,-0.060000000000002274
2011-04-08,-0.060000000000002274,0.10999999999999943
2011-04-09,0.10999999999999943,-0.21999999999999886
2011-04-10,-0.21999999999999886,0.33999999999999986
2011-04-11,0.33999999999999986,-0.030000000000001137
2011-04-12,-0.030000000000001137,0.010000000000001563
2011-04-13,0.010000000000001563,-0.21999999999999886
2011-04-14,-0.21999999999999886,0.029999999999997584
2011-04-15,0.029999999999997584,0.08999999999999986
2011-04-16,0.08999999999999986,-0.16999999999999815
2011-04-17,-0.16999999999999815,0.05000000000000071
2011-04-18,0.05000000000000071,0.029999999999997584
2011-04-19,0.029999999999997584,0.060000000000002274
2011-04-20,0.060000000000002274,-0.15000000000000213
2011-04-21,-0.15000000000000213,0.14000000000000057
2011-04-22,0.14000000000000057,-0.120000000000001
2011-04-23,-0.120000000000001,0.13000000000000256
2011-04-24,0.13000000000000256,0.00999999999999801
2011-04-25,0.00999999999999801,-0.00999999999999801
2011-04-29,-0.00999999999999801,-0.5500000000000007
2011-04-30,-0.5500000000000007,-0.28999999999999915
2011-05-01,-0.28999999999999915,-0.05000000000000071
2011-05-02,-0.05000000000000071,0.4400000000000013
2011-05-03,0.4400000000000013,0.14999999999999858
2011-05-04,0.14999999999999858,0.0799999999999983
2011-05-05,0.0799999999999983,-0.0799999999999983
2011-05-06,-0.0799999999999983,-0.5199999999999996
2011-05-07,-0.5199999999999996,0.05000000000000071
2011-05-08,0.05000000000000071,0.2799999999999976
2011-05-09,0.2799999999999976,-0.28999999999999915
2011-05-10,-0.28999999999999915,0.129999999999999
2011-05-11,0.129999999999999,0.0
2011-05-12,0.0,0.19000000000000128
2011-05-13,0.19000000000000128,-0.120000000000001
2011-05-14,-0.120000000000001,-0.08999999999999986
2011-05-15,-0.08999999999999986,0.23000000000000043
2011-05-16,0.23000000000000043,-0.10999999999999943
2011-05-17,-0.10999999999999943,0.14999999999999858
2011-05-18,0.14999999999999858,-0.17999999999999972
2011-05-19,-0.17999999999999972,-1.6699999999999982
2011-05-20,-1.6699999999999982,-0.9200000000000017
2011-05-21,-0.9200000000000017,0.15000000000000213
2011-05-22,0.15000000000000213,-0.08999999999999986
2011-05-23,-0.08999999999999986,-0.5700000000000003
2011-05-24,-0.5700000000000003,0.09999999999999787
2011-05-25,0.09999999999999787,-0.3999999999999986
2011-05-26,-0.3999999999999986,-0.379999999999999
2011-05-27,-0.379999999999999,0.5999999999999979
2011-05-28,0.5999999999999979,-0.03999999999999915
2011-05-29,-0.03999999999999915,0.5500000000000007
2011-05-30,0.5500000000000007,0.14000000000000057
2011-05-31,0.14000000000000057,-0.1700000000000017
2011-06-01,-0.1700000000000017,-0.23999999999999844
2011-06-02,-0.23999999999999844,0.0
2011-06-03,0.0,0.019999999999999574
2011-06-04,0.019999999999999574,-0.33000000000000185
2011-06-05,-0.33000000000000185,0.15000000000000213
2011-06-06,0.15000000000000213,0.16000000000000014
2011-06-07,0.16000000000000014,0.129999999999999
2011-06-08,0.129999999999999,-0.5500000000000007
2011-06-09,-0.5500000000000007,-0.1999999999999993
2011-06-10,-0.1999999999999993,-0.5500000000000007
2011-06-11,-0.5500000000000007,-0.3999999999999986
2011-06-12,-0.3999999999999986,0.18999999999999773
2011-06-13,0.18999999999999773,-0.10999999999999943
2011-06-14,-0.10999999999999943,-0.5700000000000003
2011-06-15,-0.5700000000000003,-0.41999999999999815
2011-06-16,-0.41999999999999815,-0.13000000000000256
2011-06-17,-0.13000000000000256,-0.23999999999999844
2011-06-18,-0.23999999999999844,0.05000000000000071
2011-06-19,0.05000000000000071,-0.17999999999999972
2011-06-20,-0.17999999999999972,-4.020000000000001
2011-06-21,-4.020000000000001,-1.58
2011-06-22,-1.58,-0.2400000000000002
2011-06-23,-0.2400000000000002,0.0
2011-06-24,0.0,-0.379999999999999
2011-06-25,-0.379999999999999,-0.23000000000000043
2011-06-26,-0.23000000000000043,-0.02999999999999936
2011-06-27,-0.02999999999999936,0.14999999999999858
2011-06-28,0.14999999999999858,-0.33999999999999986
2011-06-29,-0.33999999999999986,-0.1399999999999988
2011-06-30,-0.1399999999999988,-0.40000000000000036
2011-07-01,-0.40000000000000036,-0.2699999999999996
2011-07-02,-0.2699999999999996,-0.0600000000000005
2011-07-03,-0.0600000000000005,-0.02999999999999936
2011-07-04,-0.02999999999999936,0.129999999999999
2011-07-05,0.129999999999999,0.08999999999999986
2011-07-06,0.08999999999999986,0.2400000000000002
2011-07-07,0.2400000000000002,0.0
2011-07-08,0.0,-0.08000000000000007
2011-07-09,-0.08000000000000007,-0.5
2011-07-10,-0.5,-0.019999999999999574
2011-07-11,-0.019999999999999574,0.02999999999999936
2011-07-12,0.02999999999999936,0.11000000000000121
2011-07-13,0.11000000000000121,-0.07000000000000028
2011-07-14,-0.07000000000000028,-0.0600000000000005
2011-07-15,-0.0600000000000005,0.0
2011-07-16,0.0,0.040000000000000924
2011-07-17,0.040000000000000924,-0.09000000000000163
2011-07-18,-0.09000000000000163,-0.1399999999999988
2011-07-19,-0.1399999999999988,0.019999999999999574
2011-07-20,0.019999999999999574,-0.11999999999999922
2011-07-21,-0.11999999999999922,-0.07000000000000028
2011-07-22,-0.07000000000000028,-0.120000000000001
2011-07-23,-0.120000000000001,0.41000000000000014
2011-07-24,0.41000000000000014,0.2699999999999996
2011-07-25,0.2699999999999996,-0.06999999999999851
2011-07-26,-0.06999999999999851,-0.030000000000001137
2011-07-27,-0.030000000000001137,0.07000000000000028
2011-07-28,0.07000000000000028,0.0600000000000005
2011-07-29,0.0600000000000005,0.1399999999999988
2011-07-30,0.1399999999999988,-0.05999999999999872
2011-07-31,-0.05999999999999872,0.0
2011-08-01,0.0,0.15000000000000036
2011-08-02,0.15000000000000036,-0.14000000000000057
2011-08-03,-0.14000000000000057,-0.019999999999999574
2011-08-04,-0.019999999999999574,0.08999999999999986
2011-08-05,0.08999999999999986,0.049999999999998934
2011-08-06,0.049999999999998934,0.030000000000001137
2011-08-07,0.030000000000001137,0.05999999999999872
2011-08-08,0.05999999999999872,0.0
2011-08-09,0.0,0.0600000000000005
2011-08-10,0.0600000000000005,0.009999999999999787
2011-08-11,0.009999999999999787,-0.05999999999999872
2011-08-12,-0.05999999999999872,-0.4900000000000002
2011-08-13,-0.4900000000000002,0.049999999999998934
2011-08-14,0.049999999999998934,-0.02999999999999936
2011-08-15,-0.02999999999999936,-0.2900000000000009
2011-08-16,-0.2900000000000009,0.0
2011-08-17,0.0,-0.129999999999999
2011-08-18,-0.129999999999999,-0.08000000000000007
2011-08-19,-0.08000000000000007,0.07000000000000028
2011-08-20,0.07000000000000028,0.07000000000000028
2011-08-21,0.07000000000000028,0.009999999999999787
2011-08-22,0.009999999999999787,0.0
2011-08-23,0.0,-0.13000000000000078
2011-08-24,-0.13000000000000078,-0.1899999999999995
2011-08-25,-0.1899999999999995,0.10999999999999943
2011-08-26,0.10999999999999943,0.08000000000000007
2011-08-27,0.08000000000000007,-0.2400000000000002
2011-08-28,-0.2400000000000002,0.13000000000000078
2011-08-29,0.13000000000000078,0.0
2011-08-30,0.0,-0.009999999999999787
2011-08-31,-0.009999999999999787,-0.02000000000000135
2011-09-01,-0.02000000000000135,0.040000000000000924
2011-09-02,0.040000000000000924,-0.02999999999999936
2011-09-03,-0.02999999999999936,0.049999999999998934
2011-09-04,0.049999999999998934,0.0600000000000005
2011-09-05,0.0600000000000005,-0.10999999999999943
2011-09-06,-0.10999999999999943,-0.030000000000001137
2011-09-07,-0.030000000000001137,-0.29999999999999893
2011-09-08,-0.29999999999999893,0.08000000000000007
2011-09-09,0.08000000000000007,0.1999999999999993
2011-09-10,0.1999999999999993,-0.1899999999999995
2011-09-11,-0.1899999999999995,-0.009999999999999787
2011-09-12,-0.009999999999999787,-0.120000000000001
2011-09-13,-0.120000000000001,0.0
2011-09-14,0.0,0.07000000000000028
2011-09-15,0.07000000000000028,-0.009999999999999787
2011-09-16,-0.009999999999999787,0.02999999999999936
2011-09-17,0.02999999999999936,0.16999999999999993
2011-09-18,0.16999999999999993,0.019999999999999574
2011-09-19,0.019999999999999574,-0.03999999999999915
2011-09-20,-0.03999999999999915,0.17999999999999972
2011-09-21,0.17999999999999972,0.0600000000000005
2011-09-22,0.0600000000000005,-0.07000000000000028
2011-09-23,-0.07000000000000028,0.07000000000000028
2011-09-24,0.07000000000000028,-0.10999999999999943
2011-09-25,-0.10999999999999943,-0.02000000000000135
2011-09-26,-0.02000000000000135,-0.02999999999999936
2011-09-27,-0.02999999999999936,-0.23000000000000043
2011-09-28,-0.23000000000000043,-0.049999999999998934
2011-09-29,-0.049999999999998934,0.11999999999999922
2011-09-30,0.11999999999999922,-0.08000000000000007
2011-10-01,-0.08000000000000007,-0.019999999999999574
2011-10-02,-0.019999999999999574,0.08999999999999986
2011-10-03,0.08999999999999986,0.129999999999999
2011-10-04,0.129999999999999,0.040000000000000924
2011-10-05,0.040000000000000924,-0.13000000000000078
2011-10-06,-0.13000000000000078,-0.09999999999999964
2011-10-07,-0.09999999999999964,-0.019999999999999574
2011-10-09,-0.019999999999999574,-0.07000000000000028
2011-10-10,-0.07000000000000028,-0.33000000000000007
2011-10-11,-0.33000000000000007,-0.009999999999999787
2011-10-12,-0.009999999999999787,0.08000000000000007
2011-10-13,0.08000000000000007,0.009999999999999787
2011-10-14,0.009999999999999787,0.05000000000000071
2011-10-15,0.05000000000000071,0.009999999999999787
2011-10-16,0.009999999999999787,-0.009999999999999787
2011-10-17,-0.009999999999999787,-0.05000000000000071
2011-10-18,-0.05000000000000071,-0.009999999999999787
2011-10-19,-0.009999999999999787,-0.11999999999999922
2011-10-20,-0.11999999999999922,-0.21000000000000085
2011-10-21,-0.21000000000000085,0.17999999999999972
2011-10-22,0.17999999999999972,0.05000000000000071
2011-10-23,0.05000000000000071,-0.019999999999999574
2011-10-24,-0.019999999999999574,-0.040000000000000924
2011-10-25,-0.040000000000000924,0.0
2011-10-26,0.0,0.009999999999999787
2011-10-27,0.009999999999999787,-0.08000000000000007
2011-10-28,-0.08000000000000007,0.07000000000000028
2011-10-29,0.07000000000000028,0.009999999999999787
2011-10-30,0.009999999999999787,0.0
2011-10-31,0.0,-0.10999999999999943
2011-11-01,-0.10999999999999943,-0.019999999999999574
2011-11-02,-0.019999999999999574,-0.02000000000000135
2011-11-03,-0.02000000000000135,0.0
2011-11-04,0.0,-0.1999999999999993
2011-11-05,-0.1999999999999993,0.03999999999999915
2011-11-06,0.03999999999999915,0.040000000000000924
2011-11-07,0.040000000000000924,-0.040000000000000924
2011-11-08,-0.040000000000000924,-0.049999999999998934
2011-11-09,-0.049999999999998934,-0.040000000000000924
2011-11-10,-0.040000000000000924,-0.22999999999999954
2011-11-11,-0.22999999999999954,-0.019999999999999574
2011-11-12,-0.019999999999999574,0.04999999999999982
2011-11-13,0.04999999999999982,-0.03000000000000025
2011-11-14,-0.03000000000000025,-0.040000000000000036
2011-11-15,-0.040000000000000036,-0.02999999999999936
2011-11-16,-0.02999999999999936,-0.05000000000000071
2011-11-17,-0.05000000000000071,-0.009999999999999787
2011-11-18,-0.009999999999999787,0.009999999999999787
2011-11-19,0.009999999999999787,0.03000000000000025
2011-11-20,0.03000000000000025,0.0
2011-11-21,0.0,-0.14999999999999947
2011-11-22,-0.14999999999999947,-0.25
2011-11-23,-0.25,0.03999999999999915
2011-11-24,0.03999999999999915,-0.019999999999999574
2011-11-25,-0.019999999999999574,0.17999999999999972
2011-11-26,0.17999999999999972,-0.04999999999999982
2011-11-27,-0.04999999999999982,-0.019999999999999574
2011-11-28,-0.019999999999999574,-0.29000000000000004
2011-11-29,-0.29000000000000004,-0.03000000000000025
2011-11-30,-0.03000000000000025,0.0
2011-12-01,0.0,-0.040000000000000036
2011-12-02,-0.040000000000000036,-0.019999999999999574
2011-12-03,-0.019999999999999574,-0.10000000000000053
2011-12-04,-0.10000000000000053,-0.009999999999999787
2011-12-05,-0.009999999999999787,0.009999999999999787
2011-12-06,0.009999999999999787,-0.13999999999999968
2011-12-07,-0.13999999999999968,0.04999999999999982
2011-12-08,0.04999999999999982,0.0
2011-12-09,0.0,-0.1299999999999999
2011-12-10,-0.1299999999999999,0.0
2011-12-11,0.0,-0.03000000000000025
2011-12-12,-0.03000000000000025,-0.03000000000000025
2011-12-13,-0.03000000000000025,0.07000000000000028
2011-12-14,0.07000000000000028,-0.04999999999999982
2011-12-15,-0.04999999999999982,0.1299999999999999
2011-12-16,0.1299999999999999,-0.05999999999999961
2011-12-17,-0.05999999999999961,0.04999999999999982
2011-12-18,0.04999999999999982,0.02999999999999936
2011-12-19,0.02999999999999936,-0.019999999999999574
2011-12-20,-0.019999999999999574,0.09999999999999964
2011-12-21,0.09999999999999964,-0.019999999999999574
2011-12-22,-0.019999999999999574,-0.1200000000000001
2011-12-23,-0.1200000000000001,-0.13999999999999968
2011-12-24,-0.13999999999999968,-0.040000000000000036
2011-12-25,-0.040000000000000036,0.02999999999999936
2011-12-26,0.02999999999999936,-0.009999999999999787
2011-12-27,-0.009999999999999787,-0.040000000000000036
2011-12-28,-0.040000000000000036,-0.019999999999999574
2011-12-29,-0.019999999999999574,-0.07000000000000028
2011-12-30,-0.07000000000000028,0.0
2011-12-31,0.0,0.0
2012-01-01,0.0,-0.03000000000000025
2012-01-02,-0.03000000000000025,-0.6799999999999997
2012-01-03,-0.6799999999999997,-0.09999999999999964
2012-01-04,-0.09999999999999964,-0.020000000000000462
2012-01-05,-0.020000000000000462,0.03000000000000025
2012-01-06,0.03000000000000025,0.14999999999999947
2012-01-07,0.14999999999999947,0.0
2012-01-08,0.0,0.03000000000000025
2012-01-09,0.03000000000000025,0.1299999999999999
2012-01-10,0.1299999999999999,-0.02999999999999936
2012-01-11,-0.02999999999999936,-0.010000000000000675
2012-01-12,-0.010000000000000675,0.11000000000000032
2012-01-13,0.11000000000000032,0.0
2012-01-14,0.0,0.0
2012-01-15,0.0,0.0
2012-01-16,0.0,0.03000000000000025
2012-01-17,0.03000000000000025,0.1299999999999999
2012-01-18,0.1299999999999999,-0.020000000000000462
2012-01-19,-0.020000000000000462,-0.009999999999999787
2012-01-20,-0.009999999999999787,0.03000000000000025
2012-01-21,0.03000000000000025,0.13999999999999968
2012-01-22,0.13999999999999968,0.009999999999999787
2012-01-23,0.009999999999999787,0.010000000000000675
2012-01-24,0.010000000000000675,0.08000000000000007
2012-01-25,0.08000000000000007,0.0699999999999994
2012-01-26,0.0699999999999994,0.0
2012-01-27,0.0,-0.009999999999999787
2012-01-28,-0.009999999999999787,0.040000000000000036
2012-01-29,0.040000000000000036,0.09999999999999964
2012-01-30,0.09999999999999964,0.08000000000000007
2012-01-31,0.08000000000000007,0.08000000000000007
2012-02-01,0.08000000000000007,0.03000000000000025
2012-02-02,0.03000000000000025,0.04999999999999982
2012-02-03,0.04999999999999982,-0.03000000000000025
2012-02-04,-0.03000000000000025,0.08000000000000007
2012-02-05,0.08000000000000007,0.05000000000000071
2012-02-06,0.05000000000000071,0.040000000000000036
2012-02-07,0.040000000000000036,0.15999999999999925
2012-02-08,0.15999999999999925,-0.1999999999999993
2012-02-09,-0.1999999999999993,0.0
2012-02-10,0.0,0.08999999999999986
2012-02-11,0.08999999999999986,0.05999999999999961
2012-02-12,0.05999999999999961,0.009999999999999787
2012-02-13,0.009999999999999787,-0.040000000000000036
2012-02-14,-0.040000000000000036,-0.009999999999999787
2012-02-15,-0.009999999999999787,0.04999999999999982
2012-02-16,0.04999999999999982,-0.019999999999999574
2012-02-17,-0.019999999999999574,-0.1200000000000001
2012-02-18,-0.1200000000000001,0.0
2012-02-19,0.0,0.040000000000000036
2012-02-20,0.040000000000000036,-0.07000000000000028
2012-02-21,-0.07000000000000028,-0.019999999999999574
2012-02-22,-0.019999999999999574,0.0
2012-02-23,0.0,-0.14000000000000057
2012-02-24,-0.14000000000000057,0.1200000000000001
2012-02-25,0.1200000000000001,-0.040000000000000036
2012-02-26,-0.040000000000000036,-0.009999999999999787
2012-02-27,-0.009999999999999787,0.020000000000000462
2012-02-28,0.020000000000000462,-0.040000000000000036
2012-02-29,-0.040000000000000036,-0.010000000000000675
2012-03-01,-0.010000000000000675,-0.019999999999999574
2012-03-02,-0.019999999999999574,0.08999999999999986
2012-03-03,0.08999999999999986,0.040000000000000036
2012-03-04,0.040000000000000036,-0.04999999999999982
2012-03-05,-0.04999999999999982,0.07000000000000028
2012-03-06,0.07000000000000028,0.10999999999999943
2012-03-07,0.10999999999999943,0.03000000000000025
2012-03-08,0.03000000000000025,0.019999999999999574
2012-03-09,0.019999999999999574,-0.02999999999999936
2012-03-10,-0.02999999999999936,0.019999999999999574
2012-03-11,0.019999999999999574,-0.040000000000000036
2012-03-12,-0.040000000000000036,0.04999999999999982
2012-03-13,0.04999999999999982,-0.04999999999999982
2012-03-14,-0.04999999999999982,0.10000000000000053
2012-03-15,0.10000000000000053,-0.040000000000000036
2012-03-16,-0.040000000000000036,0.0
2012-03-17,0.0,0.04999999999999982
2012-03-18,0.04999999999999982,0.009999999999999787
2012-03-19,0.009999999999999787,-0.009999999999999787
2012-03-20,-0.009999999999999787,0.1299999999999999
2012-03-21,0.1299999999999999,0.03000000000000025
2012-03-22,0.03000000000000025,-0.1299999999999999
2012-03-23,-0.1299999999999999,0.040000000000000036
2012-03-24,0.040000000000000036,-0.040000000000000036
2012-03-25,-0.040000000000000036,0.08999999999999986
2012-03-26,0.08999999999999986,0.05999999999999961
2012-03-27,0.05999999999999961,-0.05999999999999961
2012-03-28,-0.05999999999999961,-0.010000000000000675
2012-03-29,-0.010000000000000675,0.040000000000000036
2012-03-30,0.040000000000000036,-0.009999999999999787
2012-03-31,-0.009999999999999787,0.020000000000000462
2012-04-01,0.020000000000000462,-0.010000000000000675
2012-04-02,-0.010000000000000675,-0.009999999999999787
2012-04-03,-0.009999999999999787,-0.019999999999999574
2012-04-04,-0.019999999999999574,-0.08000000000000007
2012-04-05,-0.08000000000000007,-0.020000000000000462
2012-04-06,-0.020000000000000462,0.07000000000000028
2012-04-07,0.07000000000000028,0.040000000000000036
2012-04-08,0.040000000000000036,-0.03000000000000025
2012-04-09,-0.03000000000000025,-0.019999999999999574
2012-04-10,-0.019999999999999574,0.019999999999999574
2012-04-11,0.019999999999999574,0.020000000000000462
2012-04-12,0.020000000000000462,0.04999999999999982
2012-04-13,0.04999999999999982,0.08000000000000007
2012-04-14,0.08000000000000007,0.04999999999999982
2012-04-15,0.04999999999999982,-0.03000000000000025
2012-04-16,-0.03000000000000025,0.0
2012-04-17,0.0,-0.019999999999999574
2012-04-18,-0.019999999999999574,-0.009999999999999787
2012-04-19,-0.009999999999999787,0.009999999999999787
2012-04-20,0.009999999999999787,-0.08000000000000007
2012-04-21,-0.08000000000000007,-0.040000000000000036
2012-04-22,-0.040000000000000036,0.05999999999999961
2012-04-23,0.05999999999999961,0.020000000000000462
2012-04-24,0.020000000000000462,0.009999999999999787
2012-04-25,0.009999999999999787,-0.07000000000000028
2012-04-26,-0.07000000000000028,-0.009999999999999787
2012-04-27,-0.009999999999999787,0.040000000000000036
2012-04-28,0.040000000000000036,0.009999999999999787
2012-04-29,0.009999999999999787,-0.019999999999999574
2012-04-30,-0.019999999999999574,0.009999999999999787
2012-05-01,0.009999999999999787,0.0
2012-05-02,0.0,-0.019999999999999574
2012-05-03,-0.019999999999999574,0.0
2012-05-04,0.0,-0.07000000000000028
2012-05-05,-0.07000000000000028,0.040000000000000036
2012-05-06,0.040000000000000036,0.040000000000000036
2012-05-07,0.040000000000000036,0.019999999999999574
2012-05-08,0.019999999999999574,0.0
2012-05-09,0.0,-0.040000000000000036
2012-05-10,-0.040000000000000036,0.010000000000000675
2012-05-11,0.010000000000000675,-0.040000000000000036
2012-05-12,-0.040000000000000036,-0.04999999999999982
2012-05-13,-0.04999999999999982,0.009999999999999787
2012-05-14,0.009999999999999787,-0.040000000000000036
2012-05-15,-0.040000000000000036,0.009999999999999787
2012-05-16,0.009999999999999787,0.04999999999999982
2012-05-17,0.04999999999999982,0.11000000000000032
2012-05-18,0.11000000000000032,0.019999999999999574
2012-05-19,0.019999999999999574,0.0
2012-05-20,0.0,-0.019999999999999574
2012-05-21,-0.019999999999999574,-0.020000000000000462
2012-05-22,-0.020000000000000462,0.010000000000000675
2012-05-23,0.010000000000000675,-0.010000000000000675
2012-05-24,-0.010000000000000675,-0.009999999999999787
2012-05-25,-0.009999999999999787,-0.019999999999999574
2012-05-26,-0.019999999999999574,-0.040000000000000036
2012-05-27,-0.040000000000000036,-0.03000000000000025
